Scenario,Decision Period,% Resistant Threshold,Change in % Resistant Threshold,# of Cases Tested for Resistance,Objective Function,RNG Seed,DALY,Total Cost,Annual Cost,Total: Received 1st Tx,Total: Received 1st Tx & Symptomatic,Total: Received 1st Tx & Rst to A,Total: Received 1st Tx & Rst to B,Total: Received 1st Tx & Rst to AB,Total: Sucessful 1st-line treatment,Total: Treated with M,Averge size: Population size,Averge size: Prevalence,Averge size: Prevalence - Symptomatic,Averge size: Prevalence - Assymptomatic,Averge size: Prevalence - A,Averge size: Prevalence - B,Averge size: Prevalence - AB,Average ratio: Prevalence G,Average ratio: % infection symptomatic,Average ratio: % infection resistant to A,Average ratio: % infection resistant to B,Average ratio: % infection resistant to AB,Average ratio: % Received 1st Tx & Symptomatic,Average ratio: % Received 1st Tx & Rst to A,Average ratio: % Received 1st Tx & Rst to B,Average ratio: % Received 1st Tx & Rst to AB,Average ratio: Annual rate of gonorrhea cases
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,0,1174222617,7874472.382,0,0,14510158,9909255,31992,11342,0,14477310,0,9996578.081,199082.0807,7309.403407,190920.6298,467.0670879,173.8680769,0,0.019915051,0.036730347,0.001978543,0.000689403,0,0.683016643,0.001866629,0.000623051,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-112.3082401,1983280492,8517580.308,112.3082401,4.364915282,16475047,10677749,134087,2231,0,16369219,284,10011997.98,230717.2645,7233.318846,222516.5651,1950.270055,32.80978022,0.001978022,0.023044028,0.031350154,0.008415548,0.000144275,8.87349E-09,0.648115408,0.008113617,0.000137544,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-5542356.557,244445775,8539662.418,5542356.557,215406.428,16586287,11499325,131784,526729,0,16471714,13060981,10004820.34,231437.2976,2905.974615,227557.3064,1981.31022,7417.39533,0.000494505,0.023132509,0.01255953,0.008682744,0.031898451,2.29593E-09,0.693301109,0.008071798,0.031609081,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-126245.0295,1364848572,10099997.03,126245.0295,4906.575491,20108288,13845394,194306,170883,0,19845125,539612,9998443.122,257800.2896,6569.737747,250049.7632,2715.400879,2415.560165,0,0.025783984,0.025480669,0.010991118,0.008635088,4.42643E-10,0.688564931,0.010087528,0.007854711,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-23.29683655,1145493271,8878500.607,23.29683655,0.905443072,17029046,12292464,27530,20365,73,17000391,47,9998727.986,230829.3096,6692.992253,223136.331,429.6467582,287.9885165,1.039945055,0.023085988,0.028996077,0.001838593,0.001220197,4.58619E-06,0.721858588,0.00159798,0.001171195,4.31907E-06,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-1.399182382,1448019430,9074429.071,1.399182382,0.054379915,17558111,12625597,533264,19053,0,17023627,3,9999173.167,216534.5243,8949.736868,206553.6351,6928.270275,272.6424176,0.000604396,0.021655254,0.041331426,0.032000791,0.001262386,3.53659E-09,0.719071694,0.030374297,0.001096745,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-2627192.3,2066560460,8120828.745,2627192.3,102107.1278,15027070,10637931,120789,187252,0,14833354,7538550,9999369.191,186377.4319,4422.547473,181072.3601,1704.54022,2615.304011,0,0.01863917,0.023733927,0.007707016,0.013471001,0,0.708039002,0.006813452,0.011995478,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-4056747.76,337370141,7283233.783,4056747.76,157667.5075,13703522,9750117,136471,147884,0,13571343,9841385,10000583.67,185550.2385,2617.883736,182127.5917,1874.264615,2043.115495,0.000164835,0.018554239,0.014106182,0.008968817,0.010382184,1.06976E-09,0.711521937,0.008855124,0.010192809,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-3263417.263,1473204640,9628088.198,3263417.263,126834.3255,18888867,13424926,154402,201564,0,18692846,9789419,10002595.16,235516.2048,1769.756593,232637.3103,2169.097308,2728.742637,0.000274725,0.02354537,0.007522494,0.009632487,0.011408626,1.5184E-09,0.710730902,0.008567942,0.010522013,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-5370686.172,1880330673,7738335.382,5370686.172,208734.3736,14503388,10471242,84837,124176,0,14403415,11850024,10000839.93,194529.7025,2837.852967,190840.1108,1164.199451,1675.664725,0,0.019451648,0.014568513,0.005108144,0.007760746,0,0.722010208,0.005001126,0.007724919,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-147842.9837,1145484262,8194785.896,147842.9837,5745.990661,15482555,9900877,203872,102677,0,15245357,637483,10008433.72,209716.4091,5743.58467,203063.7385,3112.16544,1483.396319,0.000659341,0.020954283,0.027384642,0.01445872,0.007289439,3.4933E-09,0.63950775,0.012856177,0.006836059,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-5.020586092,1015140137,8573253.734,5.020586092,0.195127561,16724616,11484252,343981,3440,0,16418949,21,10004259.03,256444.3835,7470.250714,247992.0532,5598.909341,62.14252747,0,0.025633231,0.029124461,0.021452963,0.000253647,0,0.68666614,0.020225789,0.000215561,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-5344489.708,584915872,7255081.622,5344489.708,207716.235,13212413,9288562,103459,206275,0,13116864,11130345,10003983.48,170844.3861,2107.001099,167961.5222,1383.50456,2696.939945,0,0.017078573,0.012317284,0.006210347,0.013779511,0,0.703112514,0.006011576,0.013629334,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-561.4108371,1578518994,7760977.972,561.4108371,21.81950977,14415660,9748909,155378,5004,0,14327200,1865,9997725.711,220196.9382,7049.918846,212300.4499,2485.705275,85.56126374,5.49451E-05,0.02202508,0.032025476,0.01057688,0.000381952,6.96092E-10,0.67634677,0.010101823,0.000343397,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-3762745.677,1120820323,6863020.448,3762745.677,146240.9712,12390242,8830827,279186,153370,0,12265473,8721218,10004616.65,178259.5063,6911.314286,170620.4553,4091.039286,2412.796978,0.000714286,0.017818664,0.03878922,0.020036047,0.011430365,3.38544E-09,0.712939452,0.019711053,0.010493685,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-101580.8018,1382620599,7825009.5,101580.8018,3947.988089,14967777,9920350,144315,197303,0,14741347,404034,10003179.13,214920.6336,4449.686868,209592.0424,2123.30989,2980.670769,0.001373626,0.021485465,0.020703109,0.00949619,0.013961493,6.20742E-09,0.66279221,0.00927315,0.013275091,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-3672399.022,508084775,6850989.935,3672399.022,142729.6038,12245980,8459932,119668,151184,0,12132699,8487245,9998231.772,147821.172,5357.66978,141744.3927,1514.920714,1892.453956,0.00010989,0.014785442,0.036243214,0.007905239,0.011149776,8.61477E-10,0.691044498,0.007546943,0.010757519,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-508.4141278,1316120340,7860000.432,508.4141278,19.75976646,14629509,10317019,241222,3933,44,14552663,1385,10001538.86,223901.2727,4588.895275,218453.2815,3899.118407,71.07571429,0.964615385,0.022387212,0.02048139,0.016437819,0.000305491,4.53123E-06,0.705272088,0.015596633,0.000258135,3.12901E-06,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-0.517888732,2116188717,9842223.483,0.517888732,0.020128002,19228425,13266321,197002,3134,0,19030072,1,10002600.11,232366.87,4189.516703,227048.2434,2487.145055,45.5871978,0,0.023230515,0.018030868,0.010783787,0.000218205,2.31216E-10,0.689934624,0.010321965,0.000181464,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-3456904.024,1509786143,6178789.717,3456904.024,134354.2841,10604088,7456877,365152,168960,6,10482567,7473894,10001469.3,129181.7633,5670.313022,122888.6636,4534.286319,2264.363077,0.050659341,0.012916431,0.043950953,0.028437708,0.013513548,2.65577E-07,0.703726917,0.027975298,0.012347497,3.81014E-07,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-2775527.542,1653009108,8187683.266,2775527.542,107872.2503,15642447,10746169,128594,259319,0,15385451,8101366,10002338.73,222541.9808,2060.951813,219562.401,1816.313242,3619.833297,0,0.022249206,0.009255008,0.007726599,0.016096854,0,0.686979552,0.007777513,0.01639887,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-4450401.061,1554136976,7067977.519,4450401.061,172967.0377,12875853,9112095,165918,146652,0,12768238,9907088,10001475.03,164686.9962,1378.899011,162551.9827,2130.616813,1885.382308,0.00021978,0.016467101,0.008342071,0.010411919,0.010061068,1.19755E-09,0.70772759,0.010363086,0.010002408,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,0,1869302732,9044826.613,0,0,17431626,11230038,70611,12700,0,17359863,0,10002252.71,216091.0234,3552.066648,211515.3104,897.193956,163.4487363,0,0.021604276,0.016437767,0.004113618,0.0007266,0,0.644240224,0.004015573,0.000702475,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-4243269.502,753966295,10238775,4243269.502,164916.7672,20402500,13551741,227132,1177724,0,20156222,12104384,10001494.73,280088.1769,9680.066264,269210.0013,3395.391648,16062.56797,0.00021978,0.028004424,0.034571417,0.012727799,0.05494728,1.24782E-09,0.664218449,0.011704101,0.055304318,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,0,760520783,8252379.25,0,0,15911883,10383853,306910,2041,0,15603868,0,10003764.91,230321.1051,2396.300165,226990.4316,4457.564341,34.71428571,0,0.023023516,0.010405418,0.019364656,0.000149117,0,0.652585168,0.01929817,0.000126722,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-5011866.472,308849058,6308266.887,5011866.472,194788.6685,10896568,7778127,183724,271908,3,10829234,9522398,10003572.28,140355.5378,3962.824396,135752.7486,2484.133187,3595.79,0.075824176,0.014031789,0.028213603,0.012720163,0.021257325,3.57995E-07,0.714185439,0.012177069,0.020750585,1.81363E-07,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-10252.97956,1691494749,8236742.195,10252.97956,398.4871201,15919007,11359295,175041,44927,0,15822743,22640,10005945.3,222884.2371,4879.249341,217070.189,2622.260055,742.6885165,0.001593407,0.022275219,0.021890498,0.011682616,0.003329326,7.69234E-09,0.713568128,0.010936479,0.002820074,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-5348672.099,166103379,6270104.647,5348672.099,207878.7857,11104472,7639775,640475,180099,7,11052973,10141419,10008784.83,145724.8662,3971.300275,141101.2858,8321.71467,2419.998242,0.10989011,0.014561183,0.027250178,0.057517796,0.013104428,5.20447E-07,0.688194258,0.058027136,0.012793654,4.31425E-07,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-11.43923087,2078392968,9039854.929,11.43923087,0.444591364,17699938,11493989,510161,17019,29,17188435,25,9999070.992,267264.1743,8258.389286,257966.3537,8718.848571,297.8805495,0.344615385,0.026728978,0.030900258,0.032618302,0.001188677,1.29081E-06,0.649375874,0.028820244,0.001028568,1.61823E-06,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-844386.7196,1113950114,6205749.993,844386.7196,32817.50736,10466267,7102819,186757,82764,0,10353416,2743010,9998494.95,125531.2241,2119.249615,122797.2605,2344.778791,1146.575604,0.000714286,0.012555652,0.016858386,0.013812758,0.010262749,4.01881E-09,0.678919936,0.01322592,0.008904005,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-5574239.47,1575700404,7030192.499,5574239.47,216645.5731,12974352,9169799,118399,429332,0,12902371,11407311,9999855.899,165915.2471,4241.595714,160911.648,1644.784176,5528.433956,0.00021978,0.016592206,0.025544469,0.008304204,0.031873838,1.61417E-09,0.706838685,0.007673283,0.031667942,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-2792089.502,1846972525,5820758.595,2792089.502,108515.939,9795139,6973845,139473,138974,0,9669424,6234646,10003626.91,132322.2326,824.4533516,130922.5224,2016.542308,2068.1,0,0.01322837,0.006116246,0.009818614,0.011617574,0,0.712425003,0.009211322,0.010573084,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-111.6608965,967109411,8053578.077,111.6608965,4.339755951,14714377,10499615,550519,726,3,14661033,262,10006230.24,197527.3353,6676.693132,189986.5627,7337.433187,12.0032967,0.09967033,0.019741372,0.03379875,0.037417566,5.55652E-05,5.422E-07,0.713646272,0.037613596,4.54698E-05,2.24715E-07,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-5415708.871,1954321631,7706630.828,5415708.871,210484.203,13898063,9628738,112428,314249,0,13781405,11365069,9996724.595,166450.9347,3961.702582,161673.1267,1551.113571,3897.811648,5.49451E-05,0.01665048,0.023792663,0.007106035,0.020438077,4.87851E-10,0.693018862,0.006214411,0.019770273,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-1846250.297,193039623,8562584.242,1846250.297,71755.43067,16341039,10980510,150986,191474,0,16176465,6115158,10002512.19,249201.4335,1976.900989,246264.9723,2232.839615,2867.756703,0.01,0.024914182,0.007931216,0.008852445,0.011608867,3.9394E-08,0.671954307,0.009115767,0.011824504,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,0,1843377497,9584578.666,0,0,18995281,13849087,30563,70245,0,18963252,0,10002143.99,259207.0292,9168.048462,248923.4596,456.1484066,982.3310989,0,0.025915052,0.035373037,0.001996236,0.004160482,0,0.729078842,0.001828212,0.004065043,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-1.435957072,185592417,10672609.68,1.435957072,0.055809182,21543049,14967399,111184,16636,0,21430308,2,9995118.254,274430.4831,4897.90456,268267.547,1502.146923,235.925989,0.000164835,0.027456491,0.017853884,0.006214182,0.001108384,1.09321E-09,0.694789993,0.005854714,0.000994964,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,0,1113261983,9198044.539,0,0,17865247,12734284,20673,17491,0,17843279,0,10003184.88,211921.5384,6530.845385,204341.5851,265.8648901,218.4413736,0,0.02118535,0.030817911,0.001309098,0.001078074,0,0.712791261,0.001213118,0.001029678,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-4338753.175,1828511444,9408078.315,4338753.175,168627.7874,18444577,12922961,135336,218766,2,18252254,11767767,10000957.22,259648.7317,6235.668352,252330.1231,2066.747308,3273.362637,0.002252747,0.025962228,0.024023363,0.008411196,0.012640643,1.0098E-08,0.700627187,0.007771151,0.011904527,1.14333E-07,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-1229.876962,715820144,8695563.276,1229.876962,47.79977625,16335177,11484892,144619,9349,1,16258171,3762,10007661.98,197670.2106,5457.495769,191253.5777,1908.930879,128.3887912,0.009340659,0.019752519,0.027604441,0.008891476,0.000642297,4.17988E-08,0.703123982,0.008178311,0.000565395,5.40135E-08,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-74.23763218,149308044,8562771.314,74.23763218,2.885282281,16564743,11521406,134754,1978,0,16491600,162,10003726.04,253346.5012,6866.237967,245507.5313,2013.691429,32.64461538,0.00043956,0.025325221,0.027102601,0.007940959,0.000129932,1.89193E-09,0.695538502,0.008122662,0.000120684,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,0,1084822030,8400325.196,0,0,16092656,11182236,11678,10496,0,16079804,0,9999269.594,249599.6425,5779.945604,242874.7181,198.5366484,173.2142857,0,0.024961808,0.023158203,0.000741345,0.000645625,0,0.69487459,0.000681235,0.000611143,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-5626112.509,1346957648,7210912.469,5626112.509,218661.6444,13220527,8617663,93570,151609,0,13146918,11517218,9997175.785,178241.7193,2143.541703,175321.7491,1348.069945,2137.611099,0,0.017829095,0.011998315,0.005950654,0.010082308,0,0.65194338,0.005601433,0.009681644,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-4178322.24,1965635785,4794660.268,4178322.24,162392.5598,7940711,5114246,406250,391249,0,7906908,7306084,10004670.91,116931.5775,3431.214286,113033.9331,5972.297253,5743.160934,0,0.011689083,0.029357935,0.049374808,0.045805407,0,0.644543274,0.049431691,0.045934959,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-0.928281724,1372877469,7622456.146,0.928281724,0.036078128,14124509,9395215,137317,23100,0,13986245,1,10011478.59,200631.2166,4952.101374,194849.6734,2097.396484,367.2332418,5.49451E-05,0.020041721,0.024664231,0.00928837,0.001417077,4.38199E-10,0.665251737,0.008667279,0.001283024,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-3188596.747,2003626340,6316544.894,3188596.747,123926.3891,10573769,7418611,140141,180617,0,10445196,6941920,10006859.23,141724.3645,3233.156264,137870.2308,2041.52456,2580.720055,5.49451E-05,0.014164782,0.022860769,0.009136006,0.013977496,1.04156E-09,0.702264848,0.008462449,0.013148811,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-34.01161345,433352938,7272999.977,34.01161345,1.321878174,13208810,9216134,431025,24573,0,12801839,128,10002629.84,190460.2673,1443.012253,188241.3939,7076.311978,416.2068132,0.00043956,0.019041665,0.007524878,0.035454649,0.001649789,2.65634E-09,0.697935674,0.031187306,0.001417439,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-10285.51157,37535128,5608199.08,10285.51157,399.7514927,9452976,6497993,609677,41352,3,9378266,18739,10007285.01,139817.6119,699.6434066,138562.6693,8925.806319,643.4579121,0.032252747,0.013972978,0.004980764,0.065471552,0.004306482,2.92536E-07,0.687686753,0.065966391,0.00413961,4.04485E-07,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-47.05384957,588159314,8790915.191,47.05384957,1.828771129,16504361,11342760,243993,6124,0,16296481,181,10000976.2,218085.9504,2397.388956,214719.3534,3712.393187,85.86318681,0.000549451,0.021806889,0.010992149,0.017005788,0.000356783,2.68877E-09,0.687273104,0.014795051,0.000335905,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-4593472.206,1055363844,7483686.064,4593472.206,178527.5685,13629878,9836395,170432,250704,6,13509687,10293962,10001434.16,169933.483,4338.073901,164794.9357,2226.321429,3186.048791,0.058846154,0.016991471,0.025518516,0.010925009,0.017284458,2.78061E-07,0.721813586,0.010434612,0.016960437,3.48142E-07,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-4928832.688,584022410,5515418.388,4928832.688,191561.5194,9555552,6818753,293151,442517,0,9524320,8951326,10002326.88,126591.0548,4413.300604,121616.4143,3916.611538,5827.570275,0.000164835,0.012656583,0.034890396,0.027511576,0.044771375,1.07894E-09,0.71390262,0.027245841,0.044999809,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-4367442.783,1660272065,7032126.812,4367442.783,169742.8232,12557996,8733591,220474,266515,1,12444382,9532823,10004066.85,172231.7454,3787.386593,167706.8305,3053.97967,3665.183516,0.000989011,0.017217723,0.021949987,0.01445962,0.019143772,4.87708E-09,0.695614983,0.014333618,0.019089389,5.84425E-08,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-4529600.442,719594290,9477500.864,4529600.442,176045.1608,18529936,11891185,128476,150482,1,18352732,12115404,10007639.21,246661.5865,9177.316044,236396.2358,1752.185055,2028.213187,0.018021978,0.024647016,0.037209458,0.007412149,0.008322618,7.80003E-08,0.641722297,0.007240751,0.008224472,5.68088E-08,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-455.1289316,1155151599,9278749.457,455.1289316,17.68881096,18178994,12269209,68452,7657,0,18135667,690,10007740.41,243668.684,5496.251429,237104.9769,933.508022,111.2585165,0,0.024347567,0.022567985,0.004269179,0.000532949,0,0.674913237,0.004198343,0.000490295,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-2075831.038,907650265,5899011.759,2075831.038,80678.19968,9956771,6422819,254785,123539,0,9849757,5192793,10002295.95,144508.3748,3587.237912,140336.3974,3724.955714,1871.161593,0.000274725,0.014448249,0.024812991,0.020976689,0.011773516,1.38935E-09,0.645621483,0.020818945,0.011276469,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-330.5810655,678124424,9689956.283,330.5810655,12.84819656,18930238,13423609,188130,3467,1,18818665,998,10004160.91,254864.1913,8049.709725,245702.9453,2575.529286,51.51087912,0.000989011,0.025475548,0.031586034,0.010205779,0.0002103,4.56692E-09,0.70910875,0.01003746,0.000189878,5.37298E-08,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-5097897.819,1021959067,7918889.756,5097897.819,198132.3194,14983083,10075023,445438,148611,0,14872815,11726297,10002872.29,199930.5396,3585.287747,195465.3303,5969.308297,2098.168901,0,0.019987675,0.017932546,0.029029411,0.009841673,0,0.672449532,0.028930902,0.00932628,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-1073566.102,832017297,7875775.414,1073566.102,41724.67737,14373521,10247138,159131,130120,0,14196910,3774189,9999096.658,202279.272,7204.593681,194230.4768,2368.994725,1922.216593,0,0.020229751,0.03561831,0.010308659,0.010188949,0,0.713049952,0.009742147,0.009702317,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-3.020999077,2126584341,9720460.964,3.020999077,0.117412623,19037625,12433278,63930,120920,2,18972310,4,10009542.1,264922.6636,8572.591099,255232.147,897.0351099,1681.233077,0.007472527,0.026466588,0.032361627,0.003581166,0.006544992,3.30727E-08,0.653096016,0.003550557,0.006550036,1.16957E-07,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-4093203.609,1555157005,8992155.575,4093203.609,159084.3821,17535408,12901285,170658,389887,0,17356219,11092379,10005819.9,239290.157,4921.002198,233339.4879,2512.471813,5405.343187,0.001208791,0.023914903,0.020569192,0.010714074,0.022387326,5.83351E-09,0.735722857,0.009943048,0.022039089,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,0,371639177,9577520.962,0,0,18913617,12473643,4044,2564,0,18908308,0,10004119.3,224313.8656,3852.37022,219350.936,51.35697802,33.61736264,0,0.022421725,0.017176005,0.000258596,0.000172101,0,0.659512062,0.000240431,0.000155022,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-16.06390386,1043302273,8734494.724,16.06390386,0.624331566,16687385,11022631,487435,178189,41,16198815,30,9997411.986,193192.4775,8511.390824,183701.2023,6426.953956,2054.075604,0.414835165,0.019324322,0.044060081,0.033319868,0.01042791,2.20619E-06,0.660537611,0.029255151,0.010478337,2.48044E-06,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-4.232440711,1539794269,8013664.293,4.232440711,0.164495901,14949991,10654236,356481,16421,0,14592579,7,10005690.89,194100.3409,4123.95489,189098.479,4613.884121,236.8291209,0.000989011,0.019399583,0.02125017,0.023635577,0.000980345,6.91408E-09,0.712696502,0.023704091,0.000887827,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-186018.9401,112384100,6154461.986,186018.9401,7229.718084,10595625,7025615,440157,101652,0,10469181,749317,10001508.07,157708.1103,2842.207308,154243.6252,6579.271044,1726.581099,0.001813187,0.01576866,0.018053016,0.040922249,0.01417124,1.29351E-08,0.663260512,0.040699073,0.012405224,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-3503474.409,510837880,7561805.811,3503474.409,136164.2652,14246795,10113186,135175,230194,0,14091923,9100217,10006637.67,206088.0769,3556.983462,201694.3726,2032.093956,3409.816538,0,0.020595633,0.0172583,0.009063161,0.016251333,2.43691E-10,0.709885839,0.008736515,0.015872703,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,0,1471868215,8973915.075,0,0,17472899,11390150,1366,509,0,17470342,0,10012188.91,255423.2982,4189.098132,250208.2193,21.55472527,7.513571429,0,0.025510919,0.016402069,9.09381E-05,3.20359E-05,0,0.65188092,8.37555E-05,3.147E-05,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-5238699.476,598655489,8270162.511,5238699.476,203604.6454,15428589,11222751,152544,352402,0,15294694,11928814,10003532.63,196447.5129,7464.947418,188076.5785,2027.96467,4497.105769,0,0.019638254,0.03798825,0.009092949,0.022136377,0,0.727444316,0.008725888,0.022090455,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-1450446.803,1037326626,6322963.953,1450446.803,56372.33217,11295358,8162732,359763,23976,339753,11204459,4429736,10003257.07,147756.7127,2400.277692,144693.0987,4696.948846,357.9868132,4432.192308,0.014771656,0.016227595,0.029780143,0.002041181,0.034887329,0.722767377,0.029815521,0.001798747,0.034902977,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-307.2933948,418949879,9028604.199,307.2933948,11.94310973,17109378,11463759,230532,8978,0,16917465,1266,10004343.23,232796.6233,6147.106099,225644.883,3664.070275,127.9458242,0.003186813,0.023270008,0.026403535,0.015562997,0.000531083,1.42965E-08,0.670049603,0.013359312,0.000506445,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-200.3325657,1681806391,8218609.25,200.3325657,7.786024221,15674845,10954231,175147,3287,0,15542454,749,9998732.396,198770.1023,4301.544286,193548.1451,2269.638132,44.00934066,0.000384615,0.019879606,0.021639392,0.011068077,0.000220874,2.14655E-09,0.698845655,0.010830239,0.0002088,0,0
D:1.0yr| T: 5.0%| I: 100.0%| Obs: 0.0%,364,0.05,1,0,-2238128.952,1828751914,8204408.803,2238128.952,86985.98835,15531363,10667669,130127,191302,0,15331232,6907337,9999685.317,240677.0062,7208.772967,232556.0792,2121.15956,3120.767473,0.000549451,0.024068699,0.029949164,0.008199052,0.01288451,2.50609E-09,0.686881417,0.007805133,0.012246297,0,0
